,hemisphere_id,id,is_injection,max_voxel_density,max_voxel_x,max_voxel_y,max_voxel_z,normalized_projection_volume,projection_density,projection_energy,projection_intensity,projection_volume,experiment_id,structure_id,sum_pixel_intensity,sum_pixels,sum_projection_pixel_intensity,sum_projection_pixels,volume
0,2,630403261,False,0.483424484729767,10900,7150,5700,0.000276568168007559,0.00541246263310313,1.12123727798462,207.158416748047,0.000198750871484375,180981417,230,453658560.0,29976300.0,33610544.0,162245.609375,0.0367209675
1,2,630403293,False,0.356982976198196,5930,3500,6810,0.000380022910176745,0.00119203317444772,0.408859401941299,342.993316650391,0.000273096810546875,180981417,255,36244422656.0,187021792.0,76465616.0,222936.171875,0.2291016952
2,2,630403779,False,0.00346904736943543,3780,3500,9370,1.4055502159636e-08,1.22380443556835e-08,3.87722366212984e-06,316.817260742188,1.01007405281067e-08,180981417,657,144981016576.0,673759808.0,2612.3173828125,8.24550247192383,0.8253557648
3,1,630404868,False,0.541436672210693,8480,4820,5260,0.00270660236136233,0.00823213160037994,2.89257383346558,351.376037597656,0.001945052396875,180981417,749,27202895872.0,192878096.0,557914112.0,1587797.875,0.2362756676
4,1,630404600,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,180981417,988,37631004672.0,238410896.0,0.0,0.0,0.2920533476
5,3,630406516,False,0.583388388156891,8700,4840,6010,0.00590531196690853,0.00635339657784469,1.68953457759286,265.926195050461,0.0042437490484375,180981417,863,19911573696.0,545265024.0,921244112.0,3464284.9375,0.6679496544
6,2,630404015,False,0.237694025039673,5680,2760,10170,0.000215170184344127,0.000226567295612767,0.055081445723772,243.11296081543,0.000154628285546875,180981417,873,74414456832.0,557128832.0,30687462.0,126227.171875,0.6824828192
7,2,630403603,False,0.549135148525238,8370,6030,6170,0.00760746190462246,0.0183609401809992,7.30562272576821,397.889359354725,0.0054669692980957,180981417,491,39982246400.0,243061196.0,1775713397.25,4462832.08007812,0.2977499651
8,2,630403492,False,0.395053923130035,10620,4670,6390,0.000840510317957468,0.0232085976749659,8.44994831085205,364.086975097656,0.0006040180234375,180981417,358,3237939200.0,21245400.0,179522528.0,493075.9375,0.026025615
9,2,630404087,False,0.246397033333778,2900,2140,5820,0.000122890427607215,0.000264428526861593,0.0801985859870911,303.290222167969,8.83130541015625e-05,180981417,935,39976669184.0,272634304.0,21864886.0,72092.2890625,0.3339770224
10,2,630404118,False,0.290372580289841,12720,4050,6360,7.57358902806069e-05,4.50517618446611e-05,0.0170843750238419,379.216583251953,5.4426271484375e-05,180981417,957,199597293568.0,986190272.0,16848444.0,44429.609375,1.2080830832
11,1,630405261,False,0.302709966897964,6190,6040,5490,0.000691876740547061,0.00824460107833147,2.6174099445343,317.469543457031,0.00049720510546875,180981417,347,6775800832.0,49230000.0,128855088.0,405881.71875,0.06030675
12,1,630405330,False,0.484112560749054,6110,7000,5590,0.000535945284130323,0.010622120462358,3.69706392288208,348.053283691406,0.00038514769453125,180981417,286,3438602752.0,29599200.0,109430136.0,314406.28125,0.03625902
13,2,630404311,False,0.365723878145218,4350,2840,7010,0.00037735357159028,0.000593144504819065,0.181969255208969,306.787414550781,0.000271178537109375,180981417,1108,21422596096.0,373214688.0,67913600.0,221370.234375,0.4571879928
14,1,630404472,False,0.235916793346405,4740,3400,5400,3.11495758921285e-05,7.20506432116963e-05,0.0235971603542566,327.507965087891,2.23850973144531e-05,180981417,250,33818269696.0,253620896.0,5984733.0,18273.548828125,0.3106855976
15,3,630405900,False,0.270404160022736,12850,7040,5850,0.000329920640786916,0.00319300896281861,0.837574940196321,262.315248704143,0.000237091691894531,180981417,198,484784848.0,60615000.0,50769605.0,193544.23828125,0.074253375
16,2,630404143,False,0.413114339113235,2780,2420,5750,0.0027413628722426,0.00148264102475164,0.535050988683931,360.876961956154,0.00197003242939453,180981417,972,178361221312.0,1084679104.0,580358627.0,1608189.73828125,1.3287319024
17,2,630404147,False,0.337599903345108,8640,4080,5750,0.000638815499212914,0.032712172716856,10.2402400970459,313.040649414062,0.0004590735734375,180981417,975,1573166848.0,11456100.0,117313216.0,374753.9375,0.0140337225
18,2,630404027,False,0.358905822038651,8280,640,5840,0.000276389485194002,8.28845402006262e-05,0.0276878773689645,334.053579858737,0.000198622464208984,180981417,886,306709574656.0,1956224728.0,54163710.375,162140.787109375,2.3963752918
19,3,630406435,False,0.60550320148468,10200,4220,6940,0.00968361235943167,0.00223896421077036,0.655464520288641,292.753460343663,0.00695895847095935,180981417,752,31313377232.0,2537236816.0,1663068712.45812,5680782.42527294,3.1081150996
